id,name,alias,length,ratio
trm_50eb461d446e1,nih toolbox oral symbol digit test,nih toolbox oral symbol digit test,34.0,100
trm_50f374718a91c,nih toolbox hearing threshold test,nih toolbox hearing threshold test,34.0,100
trm_50f3bc06cae36,nih toolbox positive affect survey,nih toolbox positive affect survey,34.0,100
trm_521687032f822,social communication questionnaire,social communication questionnaire,34.0,100
trm_5255c99be1e53,children's communication checklist,children's communication checklist,34.0,100
trm_526af65b16c82,stanford-binet intelligence scales,stanford-binet intelligence scales,34.0,100
trm_527138126fb20,test of early language development,test of early language development,34.0,100
trm_56a919a478935,ten item personality questionnaire,ten item personality questionnaire,34.0,100
tsk_4a57abb9499f1,delayed nonmatch to sample task,delayed nonmatching to sample task,34.0,95
trm_4e5662373bc89,heat sensitization/adaptation,heat sensibilization / habituation,34.0,79
trm_4b7c270940f9d,behavioral inhibition (cognitive),behavioral inhibition (cognitive),33.0,100
trm_5154a9f45903f,reception of facial communication,reception of facial communication,33.0,100
trm_5595bd89d77c6,facial attractiveness recognition,facial attractiveness recognition,33.0,100
trm_4cacf22a22d80,probabilistic classification task,probabilistic classification task,33.0,100
trm_4da87f81bc2c8,retrieval-induced forgetting task,retrieval-induced forgetting task,33.0,100
trm_4da880396c76b,rey-ostereith complex figure test,rey-ostereith complex figure test,33.0,100
trm_4da88ae0f2952,rey auditory verbal learning task,rey auditory verbal learning task,33.0,100
trm_4da88c5302e06,brixton spatial anticipation test,brixton spatial anticipation test,33.0,100
trm_50eb54d78841b,nih toolbox standing balance test,nih toolbox standing balance test,33.0,100
trm_50f385a8269ce,nih toolbox pain intensity survey,nih toolbox pain intensity survey,33.0,100
trm_52717a95a3b03,vineland adaptive behavior scales,vineland adaptive behavior scales,33.0,100
trm_5298ed1336e43,early development interview (edi),early development interview (edi),33.0,100
trm_529ce3d22be3e,judgment of line orientation task,judgment of line orientation task,33.0,100
trm_550b50095d4a3,working memory fmri task paradigm,working memory fmri task paradigm,33.0,100
trm_551efd8a98162,emotion expression identification,emotion expression identification,33.0,100
trm_55a6ae8f44ac3,eysenck personality questionnaire,eysenck personality questionnaire,33.0,100
trm_566db10532583,roving somatosensory oddball task,roving somatosensory oddball task,33.0,100
trm_58335e885873f,hidden state decision making task,hidden state decision making task,33.0,100
trm_56abebfe9aaa3,zuckerman sensation seeking scale,zuckerman sensation seeking scale,33.0,100
dso_13868,hypoactive sexual desire disorder,hypoactive sexual desire disorder,33.0,100
dso_2745,narcissistic personality disorder,narcissistic personality disorder,33.0,100
trm_4f23fc8c42d28,monetary incentive delay task,mid monetary incentive delay task,33.0,94
trm_553e77887abc7,becker-degroot-marschak (bdm) procedure,becker-degroot-marschak procedure,33.0,92
trm_4b7c27094a093,behavioral inhibition (temperament),temperament behavioral inhibition,33.0,62
trm_559f0a5b4cd36,monetary reward prediction error,monetary reward prediction error,32.0,100
trm_4b4a537644d76,penn continuous performance task,penn continuous performance task,32.0,100
trm_4c8991c5beb0a,pain monitor/discrimination task,pain monitor/discrimination task,32.0,100
trm_4da88c904862b,hayling sentence completion test,hayling sentence completion test,32.0,100
trm_4f244a88013ae,artificial grammar learning task,artificial grammar learning task,32.0,100
trm_50f379c6c9ea9,nih toolbox taste intensity test,nih toolbox taste intensity test,32.0,100
trm_50f84bbdcfa4e,one touch stockings of cambridge,one touch stockings of cambridge,32.0,100
trm_523e10cad0ce6,battelle developmental inventory,battelle developmental inventory,32.0,100
trm_55218116cbf40,manipulation of individual words,manipulation of individual words,32.0,100
trm_553e73e29cf7d,contextual semantic priming task,contextual semantic priming task,32.0,100
trm_553ec64e6cb1b,associative memory encoding task,associative memory encoding task,32.0,100
trm_56a2a6ad6edee,penn visual object learning test,penn visual object learning test,32.0,100
trm_56bbe45003cf7,motor selective stop signal task,motor selective stop signal task,32.0,100
trm_56bbead1a7ed4,emotion regulation questionnaire,emotion regulation questionnaire,32.0,100
trm_57c0c1af018a5,chapman physical anhedonia scale,chapman physical anhedonia scale,32.0,100
dso_0060040,pervasive developmental disorder,pervasive developmental disorder,32.0,100
dso_10646,schizotypal personality disorder,schizotypal personality disorder,32.0,100
dso_13487,childhood disintegrative disease,childhood disintegrative disease,32.0,100
trm_4da8885b33375,rivermead behavioural memory test,rivermead behavioral memory test,32.0,98
trm_4a3fd79d09ad5,auditory sentence comprehension,auditory sentence comprehension,31.0,100
trm_4ffca95528c88,psychological refractory period,psychological refractory period,31.0,100
trm_5154aa9735134,productive facial communication,productive facial communication,31.0,100
trm_55b6b910b4b23,right finger response execution,right finger response execution,31.0,100
trm_4c89910b7f8bc,non-painful thermal stimulation,non-painful thermal stimulation,31.0,100
trm_4c8a83f27ac55,spatial location/discrimination,spatial location/discrimination,31.0,100
tsk_4a57abb9499c7,continuous recognition paradigm,continuous recognition paradigm,31.0,100
tsk_4a57abb9499f1,delayed nonmatch to sample task,delayed nonmatch to sample task,31.0,100
tsk_4a57abb949aae,hooper visual organization test,hooper visual organization test,31.0,100
tsk_4a57abb949ea5,test of word reading efficiency,test of word reading efficiency,31.0,100
trm_4da6331cdeeb5,california verbal learning test,california verbal learning test,31.0,100
trm_4ebc728326a13,single-task weather prediction ,single-task weather prediction ,31.0,100
trm_50eb0a01bfd05,nih toolbox words-in noise test,nih toolbox words-in noise test,31.0,100
trm_50f9952c2311a,penn conditional exclusion test,penn conditional exclusion test,31.0,100
trm_525c4a78089ad,social competence questionnaire,social competence questionnaire,31.0,100
trm_5262d6d7b2097,mullen scales of early learning,mullen scales of early learning,31.0,100
trm_5266bebe14d2e,peabody picture vocabulary test,peabody picture vocabulary test,31.0,100
trm_529ce6ecb35f8,kaufman brief intelligence test,kaufman brief intelligence test,31.0,100
trm_5519c329eb334,regularity and change detection,regularity and change detection,31.0,100
trm_551f0a8b5ba2c,sternberg item recognition task,sternberg item recognition task,31.0,100
trm_5521807e50549,sentence/discourse content test,sentence/discourse content test,31.0,100
trm_553e85265f51e,functional localizer fmri tasks,functional localizer fmri tasks,31.0,100
trm_56a2a7750ffd0,pennâs logical reasoning test,pennâs logical reasoning test,31.0,100
trm_5879199fde201,body image self-reflection task,body image self-reflection task,31.0,100
trm_59ed1f7a0ac9c,episodic recombination paradigm,episodic recombination paradigm,31.0,100
dso_0050696,fetal alcohol spectrum disorder,fetal alcohol spectrum disorder,31.0,100
dso_0060038,specific developmental disorder,specific developmental disorder,31.0,100
dso_10930,borderline personality disorder,borderline personality disorder,31.0,100
dso_10939,antisocial personality disorder,antisocial personality disorder,31.0,100
dso_12401,intermittent explosive disorder,intermittent explosive disorder,31.0,100
dso_13352,ego-dystonic sexual orientation,ego-dystonic sexual orientation,31.0,100
dso_251,alcohol-induced mental disorder,alcohol-induced mental disorder,31.0,100
dso_334,histrionic personality disorder,histrionic personality disorder,31.0,100
dso_9207,periodic limb movement disorder,periodic limb movement disorder,31.0,100
tsk_4a57abb9499e3,delayed match to sample task,delayed matching to sample task,31.0,95
tsk_4a57abb949e0c,sternberg delayed recognition task,sternberg item recognition task,31.0,86
trm_5298ed1336e43,early development interview (edi),edi early development interview,31.0,84
trm_56a2a622cdfbd,penn facial memory test delayed memory,penn face memory test - delayed,31.0,81
trm_51c453f64d2a6,psychological refractory period (prp) paradigm,psychological refractory period,31.0,81
trm_4b7c270940f9d,behavioral inhibition (cognitive),cognitive behavioral inhibition,31.0,66
trm_559f09a5cdca9,subjective food value,self-reported food pleasantness,31.0,46
trm_4a3fd79d0aa6a,object centered representation,object centered representation,30.0,100
trm_4a3fd79d0b2fa,supervisory attentional system,supervisory attentional system,30.0,100
trm_55b6b8e291dba,auditory arithmetic processing,auditory arithmetic processing,30.0,100
trm_55b6b92c1fd76,left finger response execution,left finger response execution,30.0,100
trm_50b55d8a6da00,pebl perceptual vigilance task,pebl perceptual vigilance task,30.0,100
trm_4b65e5e2ab3ca,word-picture verification task,word-picture verification task,30.0,100
trm_4c8990b07a037,music comprehension/production,music comprehension/production,30.0,100
trm_4c8a830dec136,recitation/repetition (covert),recitation/repetition (covert),30.0,100
trm_4c8a843d8d352,tactile monitor/discrimination,tactile monitor/discrimination,30.0,100
tsk_4a57abb9498bc,benton facial recognition test,benton facial recognition test,30.0,100
tsk_4a57abb949a41,edinburgh handedness inventory,edinburgh handedness inventory,30.0,100
trm_4da86cdbd9eeb,test of variables of attention,test of variables of attention,30.0,100
trm_4da87b8bf1511,matching familiar figures test,matching familiar figures test,30.0,100
trm_4f241e8a01052,sentence-picture matching task,sentence-picture matching task,30.0,100
trm_50eb51c2cd9fe,nih toolbox grip strength test,nih toolbox grip strength test,30.0,100
trm_50f37caf81432,nih toolbox visual acuity test,nih toolbox visual acuity test,30.0,100
trm_551b0dc4e4359,visual illusion susceptibility,visual illusion susceptibility,30.0,100
trm_551f0757982bc,blocked channel-selection task,blocked channel-selection task,30.0,100
trm_551f07a281283,distraction paradigm (capture),distraction paradigm (capture),30.0,100
trm_553ebfc390256,perceptual discrimination task,perceptual discrimination task,30.0,100
trm_553fc858cacc5,consensus decision-making task,consensus decision-making task,30.0,100
trm_55492d262a847,manipulation of predictability,manipulation of predictability,30.0,100
trm_5585c83d15fad,pittsburgh sleep quality index,pittsburgh sleep quality index,30.0,100
trm_55a6a52537c2b,brief psychiatric rating scale,brief psychiatric rating scale,30.0,100
trm_57c0c570473d3,chapman magical ideation scale,chapman magical ideation scale,30.0,100
trm_56674e49d15e9,adaptation of marshmellow test,adaptation of marshmellow test,30.0,100
trm_5696b61ff253e,multi-source interference task,multi-source interference task,30.0,100
trm_57c0c186b07d4,chapman social anhedonia scale,chapman social anhedonia scale,30.0,100
dso_0050666,partial fetal alcohol syndrome,partial fetal alcohol syndrome,30.0,100
dso_10931,dependent personality disorder,dependent personality disorder,30.0,100
dso_2055,post-traumatic stress disorder,post-traumatic stress disorder,30.0,100
trm_4f2414059baa8,instrumental learning task,instrumental conditioning task,30.0,79
trm_5585c83d15fad,pittsburgh sleep quality index,pittsburgh sleep questionnaire,30.0,77
trm_550b557e5f90e,social cognition (theory of mind) fmri task paradigm,social cognition fmri paradigm,30.0,73
tsk_4a57abb949e44,symbol-digit substitution,digit symbol substitution task,30.0,69
trm_521687032f822,social communication questionnaire,autism screening questionnaire,30.0,62
trm_5358ede949107,conflict adaptation effect,trial-to-trial conflict effect,30.0,54
trm_50240f06af135,operant task,instrumental conditioning task,30.0,43
trm_558c73f3c8c6f,visual pseudoword recognition,visual pseudoword recognition,29.0,100
trm_558c7b14c076e,auditory sentence recognition,auditory sentence recognition,29.0,100
trm_558c7b337080f,right hand response execution,right hand response execution,29.0,100
trm_4b86c2e871b14,rapid automatized naming test,rapid automatized naming test,29.0,100
trm_4c8a8329cb8ff,recitation/repetition (overt),recitation/repetition (overt),29.0,100
trm_4c8a858da803d,word stem completion (covert),word stem completion (covert),29.0,100
tsk_4a57abb949bb1,mini mental state examination,mini mental state examination,29.0,100
